0,5600,0.0,59.7,1
5600,16914,47.290727481658266,59.7,1
16914,25726,-32.08908624158745,59.7,1
0,570,0.0,33.4,1
570,884,-78.27476038338658,33.4,1
884,8465,-14.904317958783121,33.4,1
8465,15678,35.41057666755248,33.4,1
0,4434,0.0,110.80000000000001,1
4434,6691,35.68262411347518,110.80000000000001,1
6691,20350,-54.686636454073174,110.80000000000001,1
0,7686,0.0,70.9,1
7686,15067,81.77506775067751,70.9,1
15067,20694,-38.267988583446,70.9,1
0,5229,0.0,110.9,1
5229,8685,-19.536903039073806,110.9,1
8685,62922,-6.541443153345553,110.9,1
62922,81901,-2.4850673085495227,110.9,1
81901,142321,-4.239408776597963,110.9,1
142321,172798,2.419156697095122,110.9,1
0,43592,0.0,136.20000000000002,2
43592,47432,-35.68637666058869,136.20000000000002,2
47432,67177,-1.9735387918784932,136.20000000000002,2
67177,71017,-17.840864695923948,136.20000000000002,2
71017,93969,-2.514775756171051,136.20000000000002,2
93969,97809,-11.89339352374338,136.20000000000002,2
97809,104345,-3.4257643332686967,136.20000000000002,2
104345,120348,2.4889179565438555,136.20000000000002,2
120348,191998,-6.0464748656338925,136.20000000000002,2
0,6783,0.0,144.20000000000002,2
6783,24539,5.716699521261617,144.20000000000002,2
24539,144390,-8.828522920203735,144.20000000000002,2
144390,156011,2.450980392156863,144.20000000000002,2
156011,176806,-0.4883673607813878,144.20000000000002,2
176806,180486,-2.2159365924491774,144.20000000000002,2
180486,183998,-0.20951756303745808,144.20000000000002,2
0,3808,0.0,80.4,2
3808,11439,5.307994757536042,80.4,2
11439,22690,-5.9760956175298805,80.4,2
22690,29056,3.3581023149471276,80.4,2
29056,47882,-3.836392610517618,80.4,2
47882,58167,4.983320291586013,80.4,2
58167,76630,-3.9733328239316887,80.4,2
76630,80954,4.2300297150847745,80.4,2
80954,106565,-2.0010261672652643,80.4,2
106565,121757,2.7627463068246687,80.4,2
121757,153718,-1.8376834271886173,80.4,2
153718,161435,-0.7813409946810577,80.4,2
161435,190398,-1.931467987673166,80.4,2
0,2110,0.0,55.300000000000004,2
2110,11988,25.513819985825656,55.300000000000004,2
11988,14674,-7.5046904315197,55.300000000000004,2
14674,28350,12.737230925996688,55.300000000000004,2
0,3400,0.0,94.2,2
3400,3907,-136.36363636363635,94.2,2
3907,9730,-38.86600173460538,94.2,2
9730,10736,-31.25,94.2,2
10736,12934,-22.47855016634565,94.2,2
12934,20419,80.2489718795154,94.2,2
20419,21185,-3.8562520511978997,94.2,2
21185,21912,-4.859111476758535,94.2,2
21912,22954,-3.5336356764928194,94.2,2
22954,23871,-4.440372145475049,94.2,2
23871,25342,-1.7770899938779674,94.2,2
0,20151,0.0,79.80000000000001,2
20151,42249,1.810200479703127,79.80000000000001,2
42249,51574,1.3569901957458357,79.80000000000001,2
51574,78956,5.921704157319267,79.80000000000001,2
78956,108066,-4.77921723249185,79.80000000000001,2
108066,125902,-0.5942211988412687,79.80000000000001,2
125902,152269,-1.4125291334133767,79.80000000000001,2
152269,170178,-0.4693513564254201,79.80000000000001,2
170178,184540,-1.3190221112408875,79.80000000000001,2
184540,191998,0.28592391187069766,79.80000000000001,2
0,921,0.0,25.3,3
921,1398,-54.621848739495796,25.3,3
1398,1963,-14.122394082044385,25.3,3
1963,3250,40.839478162223486,25.3,3
3250,7699,-15.667115902964959,25.3,3
7699,8370,-5.341002465078061,25.3,3
8370,11332,-12.249943807597212,25.3,3
11332,19613,1.2132524498366777,25.3,3
19613,22087,1.14315863524446,25.3,3
22087,23806,-0.08042464211034261,25.3,3
0,2181,0.0,34.7,3
2181,2541,-112.8133704735376,34.7,3
2541,11345,-23.939559439286363,34.7,3
11345,17971,44.81030780243378,34.7,3
0,7178,0.0,114.5,3
7178,10414,-73.10664605873261,114.5,3
10414,21777,-11.325639089634343,114.5,3
21777,107921,10.36037547969881,114.5,3
107921,144829,-3.1740306582506763,114.5,3
144829,156879,0.6211241360951996,114.5,3
156879,161790,-3.2388462749126092,114.5,3
0,1347,0.0,22.3,3
1347,1839,23.421588594704684,22.3,3
1839,3109,-21.772345301757067,22.3,3
3109,4405,-6.29546726357023,22.3,3
4405,7887,-14.221311475409838,22.3,3
7887,11959,5.803038061102577,22.3,3
11959,12880,-4.842615012106537,22.3,3
12880,15121,7.530864197530864,22.3,3
15121,16658,-8.296330918438887,22.3,3
16658,17246,1.2661141804788214,22.3,3
17246,17772,-1.210920299427565,22.3,3
17772,18240,1.201397990388816,22.3,3
18240,18755,-1.1459527034066048,22.3,3
18755,19188,1.1471477734904578,22.3,3
19188,19225,-0.4410543794105438,22.3,3
0,10719,0.0,355.3,3
10719,14979,-75.72200046959381,355.3,3
14979,126330,-18.952085261855803,355.3,3
126330,189790,-2.6285089856613357,355.3,3
189790,207982,-2.780490934886606,355.3,3
207982,212990,2.1243829664361242,355.3,3
0,13160,0.0,114.2,3
13160,19116,34.67674223341729,114.2,3
19116,46080,-5.009345794392523,114.2,3
46080,56300,-3.539412673879444,114.2,3
56300,90384,-0.7647320405880689,114.2,3
90384,185198,7.766535422429249,114.2,3
185198,191998,-0.5585799108741004,114.2,3
0,8941,0.0,193.9,4
8941,67307,11.924955024415318,193.9,4
67307,150206,-17.51940854302545,193.9,4
0,4265,0.0,66.3,4
4265,4611,-117.3913043478261,66.3,4
4611,17278,-32.98293273489636,66.3,4
0,9449,0.0,126.2,4
9449,12489,-41.790062520565975,126.2,4
12489,28574,-3.837869590757783,126.2,4
28574,31614,-31.172890278006253,126.2,4
31614,50670,-3.1172209638716333,126.2,4
50670,120311,2.509244585314316,126.2,4
120311,151998,-12.2709037992606,126.2,4
0,4917,0.0,134.6,5
4917,5737,-101.95360195360195,134.6,5
5737,40958,-30.29472582774857,134.6,5
0,13300,0.0,261.7,5
13300,93694,28.609456047168283,261.7,5
0,11565,0.0,237.70000000000002,5
11565,33507,96.82785652431521,237.70000000000002,5
0,3064,0.0,72.2,5
3064,4176,-36.453645364536456,72.2,5
4176,11450,-23.79340361737112,72.2,5
11450,28322,29.91714396930434,72.2,5
28322,35539,-18.284347231715653,72.2,5
35539,42147,6.181123175145379,72.2,5
42147,55550,-13.404825737265416,72.2,5
0,20615,0.0,205.5,5
20615,62847,2.4389666358835926,205.5,5
62847,66495,5.893504780745137,205.5,5
66495,102705,9.625068522838822,205.5,5
102705,128135,2.0726848311667405,205.5,5
128135,140611,7.930310063024518,205.5,5
140611,176433,-8.021890640348007,205.5,5
176433,182398,3.1481596168534915,205.5,5
0,2497,0.0,47.5,5
2497,2799,-83.05647840531562,47.5,5
2799,8211,-35.018963337547405,47.5,5
8211,8981,-22.408963585434172,47.5,5
8981,15065,-8.253537230241532,47.5,5
0,1646,0.0,92.5,6
1646,2208,-165.77540106951872,92.5,6
2208,2770,-39.38433680398371,92.5,6
2770,16132,56.776556776556774,92.5,6
16132,21901,-5.8912008022060665,92.5,6
21901,26316,2.562983967717308,92.5,6
26316,27038,-12.64367816091954,92.5,6
27038,28094,1.4824172424461175,92.5,6
0,5427,0.0,88.7,6
5427,12229,18.159094250845463,88.7,6
12229,25058,-5.696445199101714,88.7,6
25058,33281,-2.9785676251331203,88.7,6
33281,57972,1.0390472198938252,88.7,6
57972,66734,-1.8787311864121752,88.7,6
66734,73440,-7.717152696660894,88.7,6
73440,104428,7.08365282798408,88.7,6
104428,114812,0.7453612711949099,88.7,6
114812,138940,3.944766926060176,88.7,6
138940,212075,-2.500506859498547,88.7,6
212075,214206,0.42266730838053634,88.7,6
0,5253,0.0,101.7,6
5253,5865,-106.38297872340425,101.7,6
5865,9243,5.908248378127896,101.7,6
9243,29105,37.61051140526547,101.7,6
29105,29717,6.382518390307226,101.7,6
29717,30581,0.8436050053896986,101.7,6
0,27190,0.0,108.10000000000001,6
27190,48888,18.873576992210904,108.10000000000001,6
48888,59849,-5.792618997693436,108.10000000000001,6
59849,95968,3.5976200359762003,108.10000000000001,6
95968,105624,-9.16164658634538,108.10000000000001,6
105624,120464,5.037436687954195,108.10000000000001,6
120464,130108,-1.5143075959061476,108.10000000000001,6
130108,161872,5.085232714039456,108.10000000000001,6
161872,191998,-7.87869099545548,108.10000000000001,6
0,3842,0.0,61.300000000000004,6
3842,7138,-22.91350531107739,61.300000000000004,6
7138,10858,4.065846886156287,61.300000000000004,6
10858,20429,3.2449867868801494,61.300000000000004,6
20429,29824,1.828045760113221,61.300000000000004,6
29824,44920,1.1086474501108647,61.300000000000004,6
44920,49852,-15.395157606212884,61.300000000000004,6
49852,53188,-0.9904786248322577,61.300000000000004,6
53188,62819,-0.9834713365692712,61.300000000000004,6
62819,66485,-0.8866262441368264,61.300000000000004,6
66485,71620,0.8457005674378001,61.300000000000004,6
71620,79576,8.084808946877912,61.300000000000004,6
79576,97281,-0.5702617685473041,61.300000000000004,6
97281,101125,-0.6629030878453511,61.300000000000004,6
101125,154123,-3.6513007759014147,61.300000000000004,6
154123,164798,3.1250544055432723,61.300000000000004,6
0,1477,0.0,55.400000000000006,7
1477,2121,-104.97667185069984,55.400000000000006,7
2121,11828,-35.359856951274026,55.400000000000006,7
11828,32190,12.044751249702452,55.400000000000006,7
0,1096,0.0,16.900000000000002,7
1096,1793,22.270114942528735,16.900000000000002,7
1793,2450,4.988597491448118,16.900000000000002,7
2450,4148,18.065998329156223,16.900000000000002,7
4148,4753,-3.8151759220008477,16.900000000000002,7
4753,5445,14.58198314970836,16.900000000000002,7
5445,7418,-21.69898430286242,16.900000000000002,7
7418,9492,1.744186046511628,16.900000000000002,7
9492,9986,1.8130957314546208,16.900000000000002,7
9986,11120,1.4696536383857641,16.900000000000002,7
11120,11564,2.0398481973434537,16.900000000000002,7
11564,13784,-1.0130373502466525,16.900000000000002,7
13784,15468,-8.78990509059534,16.900000000000002,7
15468,15912,-1.2558606831882118,16.900000000000002,7
15912,16605,1.1605858506603899,16.900000000000002,7
16605,17270,1.8055699885690533,16.900000000000002,7
17270,19075,0.9257300042319085,16.900000000000002,7
19075,19939,0.8820444359683417,16.900000000000002,7
19939,21374,-4.041517406080646,16.900000000000002,7
21374,22150,-0.244162301340673,16.900000000000002,7
0,18086,0.0,79.5,7
18086,21894,-21.013921723141582,79.5,7
21894,25702,0.0,79.5,7
25702,31812,4.033477866290209,79.5,7
31812,86707,-2.604505795025394,79.5,7
86707,103884,4.429024876356388,79.5,7
103884,111707,-1.8082327774691833,79.5,7
111707,115700,8.685302538038409,79.5,7
115700,119620,0.45180893000350153,79.5,7
119620,145230,5.167821930613613,79.5,7
145230,158450,-0.39310880268886417,79.5,7
158450,162785,0.8028575173679381,79.5,7
162785,167583,-0.5537254460305393,79.5,7
167583,174808,-0.5860204814158255,79.5,7
174808,179864,-1.0752013762577615,79.5,7
179864,185960,0.6590184659664036,79.5,7
185960,189768,0.5631850279426418,79.5,7
189768,190398,0.12002720616673113,79.5,7
0,5805,0.0,114.10000000000001,7
5805,10667,-29.52067475828019,114.10000000000001,7
10667,31235,-2.1612193827254114,114.10000000000001,7
31235,60891,7.909146217805718,114.10000000000001,7
60891,82397,-1.1904761904761907,114.10000000000001,7
82397,161841,0.5001711111696107,114.10000000000001,7
161841,174583,0.944376628946587,114.10000000000001,7
174583,243070,3.635282381829343,114.10000000000001,7
